seller_id,seller_zip_code_prefix,seller_city,seller_state
08d0949a9a17c027262db1f3c450c26c,85804,cascavel,PR
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR
0b35c634521043bf4b47e21547b99ab5,84530,teixeira soares,PR
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
0c7f30ae9b147eca07affbef92832a6a,84020,ponta grossa,PR
0cab2da43793a6f3c5ed8514c5f54627,80060,curitiba,PR
0ef83d7d83ed97cd2a0049ac8be5f88a,80230,curitiba,PR
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR
141440cad9341e553f8401c574a2aa38,85200,pitanga,PR
1588ac4010787100dddef64568f0ae35,87045,maringa,PR
160e4f13fd3a64b1b86807be88b5ffb0,83409,colombo,PR
164a5a8794e6d42e14f55e447b12a3bc,85980,guaira,PR
165fc07beebdcb6190fba8a06db2a449,87015,maringa,PR
19a7c9f66ffa6452ff4b4c0cca71da27,85880,itaipulandia,PR
1b1ae47a313a825a7ccceb8e2e30fa9d,83450,bocaiuva do sul,PR
1b45169b635ef59425637e9a33eb5fb3,87050,maringa,PR
1b61fb1f0f2185d89e9a126c498e9cc7,87015,maringa,PR
1c68394e931a64f90ea236c5ea590300,87114,sarandi,PR
1cbcd2ee0afb3fc09963b87eb65e7e4f,82640,curitiba,PR
1cbd50a8c52e6cf8e315c5709fab386f,83830,fazenda rio grande,PR
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
1f867308a0ce13133a4e639ff4de0c02,82510,curitiba,PR
2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
2063dd1b9f568df1c16741ea7d3e6adb,85065,guarapuava,PR
2075d8cd4dd63ff12df0749a5866bb06,80010,curitiba,PR
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR
20cb7c2fde3e5bf10f0bbe7394e1c6a9,86385,andira-pr,PR
20fd2d2080ed85fa67fad3fcbb2c1813,83405,colombo,PR
226b05fe067266c59c15dae208213d06,81520,curitiba,PR
228e4c1a0be164f613d41c24345f9d2c,86360,bandeirantes,PR
22c32ec35d0116ef02c281798a25bf8b,87043,maringa,PR
253c025bab43881055aeecde5e2d8b77,80620,curitiba,PR
257e61d3251fb5efb9daadddbc2cf7ca,86804,apucarana,PR
258447aad3f7b01e2643c89f64dc5647,87210,cianorte,PR
26af45f5dfd967225a832838aa4e24a3,81070,curitiba,PR
26d6bbee02420494d471c9f6436929c0,81530,curitiba,PR
26d8a1c7c75d513045798992ead43aa2,86800,apucarana,PR
297d5eccd19fa9a83b2630071ff105e4,80710,curitiba,PR
2a7c6c0b0d5efde2bf75ec1e1cec2d41,87015,maringa,PR
2bf28e311bba65237358230cabac3f15,86047,londrina,PR
2c54051840f19eca309a5423cf22df36,81830,curitiba,PR
2cb4700db635baa1c0d4f90ed27b6669,81070,curitiba,PR
2d20f1cd18725c91147da0791d498022,86040,londrina,PR
2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,PR
2e2f44824ab87a0cb961f68bf4073e7f,82315,curitiba,PR
2ff6b7bff164ef05590a52734e1296da,86060,londrina,PR
328acb143b4a73aad6bee8e734f5d20d,85865,foz do iguacu,PR
3340ef1913fb70d28420f6ceb685c339,87040,maringa,PR
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR
3361277dc30b7cccdb0c286b24219756,87015,maringa,PR
33c51922b6e3c16b24a8f28e5833c99d,86010,londrina,PR
34675b28b826facfde119785bf287dc1,85802,cascavael,PR
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR
35fb511489d9ee3ee27a76debce9df06,86061,londrina,PR
36f98ad67cc981f50ce8aed093d5783c,85904,toledo,PR
377bc18334c78dd2f1535ef22a3ad225,83015,sao jose dos pinhais,PR
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
3986c0b54f6b748b75e7bd4e092aa3e5,80250,curitiba,PR
3a3c180dd702a725bd0ba4117689239e,84600,uniao da vitoria,PR
3bb548e3cb7f70f28e3f11ee9dce0e59,87040,maringa,PR
3bfba5a77604f6dfae7e6dd7aaf65821,86046,londrina,PR
3c010235b7345c92f125d14ee232a76b,83800,mandirituba,PR
3c4e0452bff7a2a788179488d3d77032,83408,colombo,PR
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR
3dbbce181edfaa4a597ec858c382d2ec,82515,curitiba,PR
3ea00e1dea2b0659dbaf654735929220,80020,curitiba,PR
3f0e48d209018b466fcd3bb4ccfeb520,80215,curitiba,PR
3f2af2670e104d1bcb54022274daeac5,87240,terra boa,PR
3f8034bfc6b8b4135534975d49f04c63,81560,curitiba,PR
3f84fefc07dc159b268d4a77d3e8c425,83833,fazenda rio grande,PR
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR
3fefda3299e6dfaea3466ef346a3571a,82620,curitiba,PR
40ec8ab6cdafbcc4f544da38c67da39a,85603,francisco beltrao,PR
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR
43a1d4bab73b816e44ef4e4facd9f9b5,87050,maringa,PR
461ff5303b6c9c1a4a07f40c5aece516,83323,pinhais,PR
4677a5437afda5fa7140b927b07be1cc,84920,japira,PR
48efc9d94a9834137efd9ea76b065a38,81130,curitiba,PR
4a82168aaef173cbb6e46ae88728f919,84500,irati,PR
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas@creditparts.com.br,PR
4c4d546adf3c3868fe19c9ec6e9ffda9,87013,maringa,PR
4cc4fd4fdd406a85bbdc1f824b731bd7,85906,toledo,PR
4ce8b55b4bfa4659184e7becc1fba3f2,83823,fazenda rio grande,PR
4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR
4da0e408c99d2fdc2126dc9fce518060,86300,cornelio procopio,PR
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR
4de6e4ba574aa9dfdc824bc44dc47fdd,83402,colombo,PR
4fe2f67634d00c021aa01f96b6f2d68e,87035,maringa,PR
5145090ab595c0d0b8557199f5701fbf,82900,curitiba,PR
51f108f62cb87d61918159902c8f8583,85801,cascavel,PR
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
52956b80ae65fda598f06f6b9943e7a9,87050,maringa,PR
001e6ad469a905060d959994f1b41e4f,24754,sao goncalo,RJ
02a2272692e13558373c66db98f05e2e,20040,rio de janeiro,RJ
04aba03279157f6d4e0fe8ccaf21963c,28470,santo antonio de padua,RJ
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ
0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ
117cfc326c6d50da67ca858ff5c0c852,25530,sao joao de meriti,RJ
120476eb7a04c149d14772edaf5d9bf2,23954,angra dos reis,RJ
1352e06ae67b410cdae0b2a22361167b,26051,rio de janeiro,RJ
1464afc72f696af775557a821c2e253f,28630,nova friburgo,RJ
15aec03fe4cf30dfa574cf550f5ff5ff,21862,rio de janeiro,RJ
1caf283236cd69af44cbc09a0a1e7d32,26020,nova iguacu,RJ
1d2732ef8321502ee8488e8bed1ab8cd,20031,rio de janeiro,RJ
1fe5540d7c1c37a595fefbacd5570d9e,25850,paraiba do sul,RJ
240b9776d844d37535668549a396af32,24120,niteroi,RJ
249f0e9905a6e06ad6c6bea7547ab9f6,20950,rio de janeiro,RJ
26f6b7ab07be3e9e69ce82a6552efc19,21070,rio de janeiro,RJ
2aa3443d7bf9d9bb11133f420d75e083,22713,rio de janeiro,RJ
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28615,nova friburgo,RJ
2d22fc3089eb907b29ebff50581fb472,27972,macae,RJ
2fb25ab44bdbeae6a4d816e0d0c9d500,27274,volta redonda,RJ
30c7f28fd3a5897b2c82d152bb760c17,24020,niteroi,RJ
32e5635e63cb374eb63afdd242fb6134,22451,rio de janeiro,RJ
33ab10be054370c254ddfcf0a6253422,22790,rio de janeiro,RJ
373ee4a3a775a733770ca3f790b8b9ac,22793,rio de janeiro,RJ
382229d1e840115ffe3dbf5ff460e417,23092,rio de janeiro,RJ
3c03b12bab54d8b37d79d914bfdb1aa0,25561,sao joao de meriti,RJ
3d5d0dc7073a299e31fa718ce1bc00b6,22785,rio de janeiro,RJ
3e8bd881d92466e63ba9e3e809cd3c50,20751,rio de janeiro,RJ
3f9c56764fabca627406093dcb3ef0b4,22745,rio de janeiro,RJ
4003520d80d0bad1d5623f7aa3c63cda,20520,rio de janeiro,RJ
4342d4b2ba6b161468c63a7e7cfce593,22793,rio de janeiro,RJ
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ
466222e777149751370e7e98fb623b0c,20931,rio de janeiro,RJ
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
48fb026ed7455a42f5d3e9390ed5088e,27321,barra mansa,RJ
4a5b36211b1f51bf7eaa5c10a57fa483,24445,sao goncalo,RJ
4c61e37f664c3c88aff092aa5ac779d7,24020,niteroi,RJ
4e0d109ccfba9a1151c103049880c857,25550,sao joao de meriti,RJ
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
02d35243ea2e497335cd0f076b45675d,59077,natal,RN
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN
41c2bad7229b0c25e6becf179ebf63ff,59020,natal,RN
52562a9f449c3dc3d53f5f5b9ed74903,59152,parnamirim,RN
3364a91ec4d56c98e44174de954b94f6,76804,porto velho,RO
04843805947f0fc584fc1969b6e50fe7,93900,ivoti,RS
04ee0ec01589969663ba5967c0e0bdc0,95910,lajeado,RS
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS
091065b789659bc3cd9af9cb3a6253ff,92120,canoas,RS
0b64bcdb0784abc139af04077d49a20e,92420,canoas,RS
0d83f8e03188682112cc0d93523705cc,91150,porto alegre,RS
0ff83046c3fa22efee8ecf291888b191,95110,caxias do sul,RS
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
13074f016982ff2bd6c58ced8682f000,95705,bento goncalves,RS
13511db12ac61e2f89c53b72a944a60b,95020,caxias do sul,RS
14f2b3587172b9db894c9bad8dab520b,95240,ipe,RS
1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,95800,venancio aires,RS
236585a4ddb5fea9fa40233e2249ed91,95088,caxias do sul,RS
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS
29c322e3f09f886f8bacbe91dfbd979e,97110,santa maria,RS
2aafae69bf4c41fbd94053d9413e87ee,91901,porto alegre,RS
2c2c9832d1bb38c5b0034a3b47d313ee,97050,santa maria,RS
2ec6e37d992a95eaddb3369dcbcc76d9,91310,porto alegre,RS
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
32f83ffe11cd40f7adcf4eef171f52d9,97502,uruguaiana,RS
33a17d60c64393351ebf1ef860f4e0f2,91510,porto alegre,RS
33cbbec1e7e1044aaf11d152172c776f,95705,bento goncalves,RS
33fd411ed63a7c2f9005e3f065d9f85d,98290,condor,RS
34f563c82a85b99ae9e6d60db5fc2e28,93700,campo bom,RS
353e21e8bf8de2722b4fae1636664b76,92120,canoas,RS
35b96509602ec4b7da831b5cd73ff2c2,93040,sao leopoldo,RS
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
3fadb4cba4c35bce6a7eaf9872d5623a,95013,caxias do sul,RS
417a1e6c7321084d2a0ae0d023cfad93,95885,imigrante,RS
42fa4ee7240e9b8eb4576358ec142ba7,95012,caxias do sul,RS
4391ea5c5990502176a1dcda44a2373d,91910,porto alegre,RS
44717f64ec2a457979cf83c429077666,98780,santa rosa,RS
447d377bdb757058acb569025ee18a93,99500,carazinho,RS
44ed138eca6214d572ce1d813fb0049b,92010,canoas,RS
458d868c9642f55f18f04e951a3fdde6,90670,porto alegre,RS
48328ec9a579151d9cc6a86d4a59336c,92310,canoas,RS
48985c61529077fa4f1e38bcff0f2ed3,90020,porto alegre,RS
48e954b2da4f6a750c844173b347ed40,91740,porto alegre,RS
499185655c29ecfdbfe776ef7cf875b5,90520,porto alegre,RS
4b90495391ac0bd181a80a459df1e718,96400,bage,RS
4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS
4dab98ca6cd6d3df586203cefd28a042,91150,porto alegre,RS
4e92348462c75b6c842b994ce84a0ed4,94930,cachoeirinha,RS
4fae87d32467e18eb46e4a76a0a0b9ce,99670,ronda alta,RS
51e4e89242cbb846c2deff3dc015650e,96203,rio grande,RS
034b9387752bfa309f350a70cd45ffa3,89036,blumenau,SC
0417b067eeab773d2f7061a726dc477f,89288,sao bento do sul,SC
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC
052577151711aec5c744fe12e66db3e1,89136,rodeio,SC
05730013efda596306417c3b09302475,88813,criciuma,SC
0b36063d5818f81ccb94b54adfaebbf5,89255,jaragua do sul,SC
0e982cff76cc0579f632cea8a0e38c9d,88316,itajai,SC
0f94588695d71662beec8d883ffacf09,88037,florianopolis,SC
11938fcc75f6902fea1d0a6f72b54a57,89900,sao miguel d'oeste,SC
152ee17e4c8aaf53dac99f3462e4999b,89248,garuva,SC
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC
184a67a8f9f63234d3a92340bbdb727f,89220,joinville,SC
186cdd1b2df32caa72cfb410bba768d3,89295,rio negrinho,SC
19d62d484cba71963c93f0f00ab42013,89114,gaspar,SC
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
1a8e2d9c38b84a9702ac7922924b0573,89245,araquari,SC
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
1b65c144b17e607c0f37f10bb7dfec8d,89160,rio do sul,SC
1bc2e21de46adfea6b98cc96b00f3b40,89228,joinville,SC
1ce3ae5a399804d1a87e706f8a813c3e,88715,jaguaruna,SC
1d0646a72178a6fb37ee8082140e06ec,89203,joinville,SC
1d1bbb8ac1581824986f582583fff01d,89082,indaial,SC
1fe61aa5494bd3ae92a2c13e067c810f,89540,santa cecilia,SC
262237171f48e85819065498cac80d7b,88352,brusque,SC
278b6e0b20c4f61fefaa0577943d7a35,88316,itajai,SC
29fe9f200d3fa0c668d2aa1ec7e08dfb,88330,balneario camboriu,SC
2a6fbeaa7ab9e5d59a35841a8da71ce4,89259,jaragua do sul,SC
2be17df1c49978426251562096c3cc09,88704,tubarao,SC
2d378dbb39815785238c0139c7647fb7,89240,sao francisco do sul,SC
2ef086a599b597572aca4433b7ed6b3d,89256,jaragua do sul,SC
2f1e7b90e01d9f086cbcb301c0c3d406,89022,blumenau,SC
2f3d8b4c9e2ee165075331fea3f3095a,88107,sao jose,SC
2fdde51ad3e12f297da656d4fbd5d0b5,89228,joinville,SC
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
33cbda8716511e27e556dff9d8418bf2,89052,blumenau,SC
33d677f27a69b84051204ee4ae76eaca,89218,joinville,SC
344223b2a90784f64136a8a5da012e7f,89117,gaspar,SC
35ef5aa32949680f627efec3c23e705c,88960,sombrio,SC
392353362d22cc2c236e1ee81ff19890,89069,blumenau,SC
3bb32fedaa74e4ad20f4ce067733bd31,88210,porto belo,SC
3c3017960b2dbd72711a61f0400aab8f,89251,jaragua do sul,SC
3d0cd21d41671c46f82cd11176bf7277,89217,joinville,SC
3d68c634a99a1ba46dbca3967a69c623,88270,nova trento,SC
3f8247d0f772ffa58560e5c682521ad5,89211,joinville,SC
455c5640e8c5bd1b2ee85c0158f85727,89128,luiz alves,SC
485452467ff670447e84a8370c3fc898,89190,taio,SC
